,time,year,month,day,latitude,longitude,mag,depth,Pais,PERIOD,MAG_SEG,NewDate,NewMonth,cluster_label,acum_day,ill_frac,r/km,dec,ra/h,ra/°,ill_frac_interpolated,r/km_interpolated,dec_interpolated,td_acc,td_acc_interpolated,ra/°_interpolated,ra/h_interpolated,DEC_SEG,DEC_INTERPOLATED_SEG,DEPTH_SEG,ACUM_DAY_SEG,LATITUDE_SEG,LONGITUDE_SEG,ILL_FRAC_SEG,ILL_FRAC_INTERPOLATED_SEG,RA/°_SEG,RA/H_SEG,R/KM_SEG,R/KM_INTERPOLATED_SEG,TD_ACC_INTERPOLATED_SEG,TD_ACC_SEG,RA/H_INTERPOLATED_SEG,RA/°_INTERPOLATED_SEG,week
174815,11/03/2011 09:33,2011,3,11,38.576,144.455,4.8,35,Japan,"[2008, 2013)",1,06/03/2011 09:33,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.41549885,395695.5821,22.65460411,0.587,0.570661215,59.52915528,3.968610352,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174816,11/03/2011 09:34,2011,3,11,37.696,142.65,5,35,Japan,"[2008, 2013)",1,06/03/2011 09:34,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.41779094,395694.4757,22.65495018,0.587,0.57065125,59.5323951,3.96882634,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174817,11/03/2011 09:35,2011,3,11,37.572,143.889,4.9,26.8,Japan,"[2008, 2013)",1,06/03/2011 09:35,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.42685016,395690.1027,22.65631799,0.587,0.570611863,59.54520012,3.969680008,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174818,11/03/2011 09:37,2011,3,11,35.912,141.601,5.5,5.8,Japan,"[2008, 2013)",3,06/03/2011 09:37,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.43656427,395685.4136,22.65778467,0.587,0.57056963,59.5589308,3.970595387,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174819,11/03/2011 09:40,2011,3,11,37.138,142.501,4.9,41.3,Japan,"[2008, 2013)",1,06/03/2011 09:40,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.45697481,395675.5612,22.66086636,0.587,0.570480891,59.58778066,3.97251871,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174820,11/03/2011 09:42,2011,3,11,39.495,142.705,5.3,18,Japan,"[2008, 2013)",2,06/03/2011 09:42,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.47105481,395668.7647,22.66299223,0.587,0.570419676,59.60768243,3.973845495,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174822,11/03/2011 09:45,2011,3,11,36.664,142.299,5,35.1,Japan,"[2008, 2013)",1,06/03/2011 09:45,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.49124705,395659.0177,22.66604096,0.587,0.570331887,59.63622373,3.975748249,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174823,11/03/2011 09:45,2011,3,11,37.397,144.121,5,35,Japan,"[2008, 2013)",1,06/03/2011 09:45,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.49332085,395658.0167,22.66635407,0.587,0.57032287,59.639155,3.975943667,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174824,11/03/2011 09:47,2011,3,11,39.599,143.056,5.4,38.6,Japan,"[2008, 2013)",3,06/03/2011 09:47,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.50172519,395653.9598,22.667623,0.587,0.570286331,59.65103435,3.976735624,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174825,11/03/2011 09:51,2011,3,11,36.223,141.822,5.1,47.5,Japan,"[2008, 2013)",2,06/03/2011 09:51,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.52846627,395641.0517,22.6716605,0.587,0.570170069,59.68883229,3.979255486,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174826,11/03/2011 09:52,2011,3,11,37.715,141.812,5,55.8,Japan,"[2008, 2013)",1,06/03/2011 09:52,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.53905355,395635.9411,22.67325903,0.587,0.570124039,59.70379719,3.980253146,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174827,11/03/2011 09:55,2011,3,11,38.12,143.068,4.9,10,Japan,"[2008, 2013)",1,06/03/2011 09:55,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.55400673,395628.723,22.67551673,0.587,0.570059028,59.72493318,3.981662212,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174828,11/03/2011 09:55,2011,3,11,37.409,141.687,4.8,35,Japan,"[2008, 2013)",1,06/03/2011 09:55,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.55695371,395627.3005,22.67596168,0.587,0.570046215,59.72909867,3.981939911,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174829,11/03/2011 09:58,2011,3,11,37.876,142.702,4.8,35,Japan,"[2008, 2013)",1,06/03/2011 09:58,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.5770368,395617.6062,22.67899393,0.587,0.5699589,59.7574857,3.98383238,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174830,11/03/2011 09:59,2011,3,11,36.661,142.191,5.3,10,Japan,"[2008, 2013)",2,06/03/2011 09:59,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.58576858,395613.3913,22.6803123,0.587,0.569920938,59.76982788,3.984655192,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174831,11/03/2011 10:00,2011,3,11,37.295,143.158,5.1,21.3,Japan,"[2008, 2013)",2,06/03/2011 10:00,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.58969789,395611.4946,22.68090556,0.587,0.569903854,59.77538186,3.985025458,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174832,11/03/2011 10:02,2011,3,11,-55.625,-26.374,4.9,35,No_Country,"[2008, 2013)",1,06/03/2011 10:02,3,11,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.60323215,395604.9615,22.68294904,0.587,0.569845012,59.79451225,3.986300817,6,6,1,2,0,3,6,6,3,1,20,19,5,5,1,3,3
174834,11/03/2011 10:10,2011,3,11,38.83,142.703,4.9,5,Japan,"[2008, 2013)",1,06/03/2011 10:10,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.65387648,395580.515,22.69059557,0.587,0.569624826,59.86609692,3.991073128,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174835,11/03/2011 10:10,2011,3,11,39.185,142.76,6,26.5,Japan,"[2008, 2013)",5,06/03/2011 10:10,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.65595028,395579.5139,22.69090869,0.587,0.56961581,59.86902819,3.991268546,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174836,11/03/2011 10:15,2011,3,11,35.808,140.983,5,35,Japan,"[2008, 2013)",1,06/03/2011 10:15,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.69033166,395562.9177,22.69609976,0.587,0.569466331,59.91762554,3.99450837,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174837,11/03/2011 10:19,2011,3,11,37.009,144.463,4.8,35,Japan,"[2008, 2013)",1,06/03/2011 10:19,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.71445321,395551.274,22.69974176,0.587,0.569361458,59.95172083,3.996781389,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174838,11/03/2011 10:19,2011,3,11,36.047,141.61,5,22.5,Japan,"[2008, 2013)",1,06/03/2011 10:19,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.7167453,395550.1676,22.70008783,0.587,0.569351493,59.95496065,3.996997377,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174839,11/03/2011 10:20,2011,3,11,36.896,142.247,5.4,17.5,Japan,"[2008, 2013)",3,06/03/2011 10:20,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.72056546,395548.3236,22.70066461,0.587,0.569334884,59.96036036,3.997357357,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174840,11/03/2011 10:21,2011,3,11,37.256,142.032,5.4,43.8,Japan,"[2008, 2013)",3,06/03/2011 10:21,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.72525879,395546.0581,22.70137324,0.587,0.569314479,59.96699428,3.997799619,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174841,11/03/2011 10:21,2011,3,11,37.97,142.863,5.1,35,Japan,"[2008, 2013)",2,06/03/2011 10:21,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.73027956,395543.6345,22.7021313,0.587,0.56929265,59.97409104,3.998272736,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174842,11/03/2011 10:22,2011,3,11,36.665,142.521,5.7,10,Japan,"[2008, 2013)",4,06/03/2011 10:22,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.73104359,395543.2657,22.70224666,0.587,0.569289329,59.97517098,3.998344732,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174843,11/03/2011 10:23,2011,3,11,-52.397,-118.026,5,10,No_Country,"[2008, 2013)",1,06/03/2011 10:23,3,26,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.73748328,395540.1572,22.70321895,0.587,0.569261331,59.98427334,3.998951556,6,6,0,2,0,1,6,6,3,1,20,19,5,5,1,3,3
174845,11/03/2011 10:28,2011,3,11,37.961,143.571,5,35,Japan,"[2008, 2013)",1,06/03/2011 10:28,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.77241041,395523.2976,22.70849243,0.587,0.569109479,60.03364208,4.002242805,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174846,11/03/2011 10:28,2011,3,11,39.397,143.592,5.9,20,Japan,"[2008, 2013)",4,06/03/2011 10:28,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.7747025,395522.1911,22.7088385,0.587,0.569099514,60.03688191,4.002458794,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174847,11/03/2011 10:35,2011,3,11,37.05,141.2,5.2,37.8,Japan,"[2008, 2013)",2,06/03/2011 10:35,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.81988947,395500.379,22.71566106,0.587,0.568903056,60.10075271,4.006716847,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174851,11/03/2011 10:40,2011,3,11,36.688,142.487,5,35,Japan,"[2008, 2013)",1,06/03/2011 10:40,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.85448915,395483.6774,22.72088509,0.587,0.568752627,60.14965862,4.009977241,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174852,11/03/2011 10:42,2011,3,11,37.628,142.963,4.9,35,Japan,"[2008, 2013)",1,06/03/2011 10:42,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.86354838,395479.3044,22.7222529,0.587,0.568713241,60.16246364,4.010830909,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174853,11/03/2011 10:44,2011,3,11,38.387,143.116,5,35,Japan,"[2008, 2013)",1,06/03/2011 10:44,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.87577287,395473.4035,22.72409862,0.587,0.568660093,60.17974269,4.011982846,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174854,11/03/2011 10:45,2011,3,11,35.888,141.388,5.4,12.3,Japan,"[2008, 2013)",3,06/03/2011 10:45,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.88352232,395469.6628,22.72526867,0.587,0.5686264,60.19069638,4.012713092,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174855,11/03/2011 10:45,2011,3,11,38.417,143.752,5.6,33.3,Japan,"[2008, 2013)",3,06/03/2011 10:45,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.88625101,395468.3456,22.72568066,0.587,0.568614537,60.19455332,4.012970221,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174856,11/03/2011 10:47,2011,3,11,37.491,143.05,5.2,6.6,Japan,"[2008, 2013)",2,06/03/2011 10:47,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.89541938,395463.92,22.72706495,0.587,0.568574676,60.20751261,4.013834174,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174857,11/03/2011 10:52,2011,3,11,38.491,143.36,5,36.4,Japan,"[2008, 2013)",1,06/03/2011 10:52,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.92816356,395448.1141,22.73200883,0.587,0.568432315,60.2537958,4.01691972,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174858,11/03/2011 10:55,2011,3,11,37.076,142.436,4.9,35,Japan,"[2008, 2013)",1,06/03/2011 10:55,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.95239425,395436.4177,22.7356673,0.587,0.568326968,60.28804537,4.019203024,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174859,11/03/2011 10:57,2011,3,11,36.391,142.717,4.8,35,Japan,"[2008, 2013)",1,06/03/2011 10:57,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.96287239,395431.3598,22.73724935,0.587,0.568281412,60.30285599,4.020190399,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174860,11/03/2011 10:58,2011,3,11,39.002,142.267,5.2,15.4,Japan,"[2008, 2013)",2,06/03/2011 10:58,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.96680169,395429.4631,22.73784261,0.587,0.568264329,60.30840997,4.020560665,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174861,11/03/2011 11:00,2011,3,11,37.463,143.893,4.9,35,Japan,"[2008, 2013)",1,06/03/2011 11:00,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.98153657,395422.3504,22.74006736,0.587,0.568200266,60.32923741,4.02194916,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174862,11/03/2011 11:00,2011,3,11,37.737,141.496,5.6,41.8,Japan,"[2008, 2013)",3,06/03/2011 11:00,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.98535672,395420.5064,22.74064414,0.587,0.568183657,60.33463711,4.022309141,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174863,11/03/2011 11:02,2011,3,11,39.173,142.965,5.3,47.5,Japan,"[2008, 2013)",2,06/03/2011 11:02,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,34.99605316,395415.3431,22.74225915,0.587,0.568137153,60.34975629,4.023317086,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,4,3
174864,11/03/2011 11:06,2011,3,11,38.004,142.605,5,35,Japan,"[2008, 2013)",1,06/03/2011 11:06,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.01973811,395403.9102,22.74583522,0.587,0.568034178,60.38323447,4.025548964,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174865,11/03/2011 11:06,2011,3,11,37.024,142.544,5.1,35,Japan,"[2008, 2013)",2,06/03/2011 11:06,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.02377656,395401.9608,22.74644497,0.587,0.56801662,60.38894273,4.025929515,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174866,11/03/2011 11:08,2011,3,11,37.437,142.615,4.9,49.3,Japan,"[2008, 2013)",1,06/03/2011 11:08,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.03720168,395395.4804,22.74847196,0.587,0.567958252,60.40791884,4.027194589,6,6,2,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174867,11/03/2011 11:09,2011,3,11,36.481,143.265,5.2,35,Japan,"[2008, 2013)",2,06/03/2011 11:09,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.04353222,395392.4245,22.74942778,0.587,0.567930729,60.41686692,4.027791128,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174868,11/03/2011 11:10,2011,3,11,35.535,141.842,5.5,35,Japan,"[2008, 2013)",3,06/03/2011 11:10,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.05149997,395388.5784,22.75063079,0.587,0.567896088,60.42812916,4.028541944,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174869,11/03/2011 11:13,2011,3,11,36.38,141.778,5.5,25.9,Japan,"[2008, 2013)",3,06/03/2011 11:13,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.0661257,395381.5185,22.75283905,0.587,0.5678325,60.44880232,4.029920155,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174870,11/03/2011 11:15,2011,3,11,39.193,143.323,5.3,52.1,Japan,"[2008, 2013)",2,06/03/2011 11:15,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.08402585,395372.8779,22.75554171,0.587,0.567754676,60.4741038,4.03160692,6,6,2,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174871,11/03/2011 11:16,2011,3,11,36.628,141.809,5.5,36.6,Japan,"[2008, 2013)",3,06/03/2011 11:16,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.0899198,395370.0328,22.75643161,0.587,0.567729051,60.48243478,4.032162318,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174872,11/03/2011 11:21,2011,3,11,35.684,140.933,5.7,35,Japan,"[2008, 2013)",4,06/03/2011 11:21,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.11753406,395356.7032,22.76060095,0.587,0.567608993,60.52146694,4.034764462,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174873,11/03/2011 11:21,2011,3,11,37.547,143.073,5.8,35,Japan,"[2008, 2013)",4,06/03/2011 11:21,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.12037189,395355.3333,22.76102942,0.587,0.567596655,60.52547815,4.035031876,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174874,11/03/2011 11:25,2011,3,11,35.571,142.011,5.2,9.6,Japan,"[2008, 2013)",2,06/03/2011 11:25,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.14678553,395342.5832,22.76501749,0.587,0.567481817,60.56281325,4.037520884,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174875,11/03/2011 11:27,2011,3,11,39.128,143.369,5.4,10,Japan,"[2008, 2013)",3,06/03/2011 11:27,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.15846429,395336.9458,22.7667808,0.587,0.567431042,60.57932093,4.038621395,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174876,11/03/2011 11:28,2011,3,11,38.504,142.162,5.2,27.7,Japan,"[2008, 2013)",2,06/03/2011 11:28,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.16850584,395332.0986,22.76829693,0.587,0.567387384,60.59351444,4.039567629,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174877,11/03/2011 11:30,2011,3,11,39.219,143.43,5.4,13.8,Japan,"[2008, 2013)",3,06/03/2011 11:30,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.17821994,395327.4095,22.76976361,0.587,0.56734515,60.60724512,4.040483008,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174878,11/03/2011 11:31,2011,3,11,38.085,140.115,5.1,58.1,Japan,"[2008, 2013)",2,06/03/2011 11:31,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.18411389,395324.5645,22.77065351,0.587,0.567319525,60.61557609,4.041038406,6,6,2,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174879,11/03/2011 11:32,2011,3,11,36.238,142.396,5.7,35,Japan,"[2008, 2013)",4,06/03/2011 11:32,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.19077188,395321.3506,22.77165877,0.587,0.567290579,60.62498701,4.041665801,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174880,11/03/2011 11:32,2011,3,11,39.065,143.166,5.8,36.3,Japan,"[2008, 2013)",4,06/03/2011 11:32,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.19219079,395320.6657,22.771873,0.587,0.56728441,60.62699262,4.041799508,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174881,11/03/2011 11:32,2011,3,11,36.271,70.553,5.1,192.2,Afghanistan,"[2008, 2013)",2,06/03/2011 11:32,3,4,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.19306397,395320.2442,22.77200484,0.587,0.567280613,60.62822683,4.041881789,6,6,3,2,6,5,6,7,3,1,20,19,5,5,1,4,3
174882,11/03/2011 11:35,2011,3,11,37.906,144.783,5.3,18.3,Japan,"[2008, 2013)",2,06/03/2011 11:35,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.21161901,395311.2875,22.77480637,0.587,0.567199942,60.65445398,4.043630265,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174883,11/03/2011 11:36,2011,3,11,39.241,142.463,6.6,25.7,Japan,"[2008, 2013)",6,06/03/2011 11:36,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.21980505,395307.336,22.77604234,0.587,0.567164352,60.66602477,4.044401652,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174884,11/03/2011 11:42,2011,3,11,39.319,142.906,5.4,10,Japan,"[2008, 2013)",3,06/03/2011 11:42,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.25560535,395290.0549,22.78144766,0.587,0.567008704,60.71662773,4.047775182,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174885,11/03/2011 11:44,2011,3,11,36.695,142.244,5.7,35,Japan,"[2008, 2013)",4,06/03/2011 11:44,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.27088597,395282.6788,22.7837548,0.587,0.566942269,60.73822656,4.049215104,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174886,11/03/2011 11:46,2011,3,11,36.004,141.171,5.8,17.7,Japan,"[2008, 2013)",4,06/03/2011 11:46,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.2855117,395275.6188,22.78596307,0.587,0.566878681,60.75889972,4.050593314,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174887,11/03/2011 11:49,2011,3,11,37.9,144.486,5,22.7,Japan,"[2008, 2013)",1,06/03/2011 11:49,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.30297527,395267.189,22.78859981,0.587,0.566802755,60.78358409,4.052238939,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174889,11/03/2011 11:54,2011,3,11,36.93,142.513,5.3,35,Japan,"[2008, 2013)",2,06/03/2011 11:54,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.33331821,395252.5422,22.79318114,0.587,0.566670833,60.82647318,4.055098212,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174890,11/03/2011 11:55,2011,3,11,37.228,142.703,5.3,10,Japan,"[2008, 2013)",2,06/03/2011 11:55,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.34215914,395248.2746,22.79451598,0.587,0.566632396,60.83896964,4.055931309,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174891,11/03/2011 11:56,2011,3,11,36.267,141.527,5.5,23.1,Japan,"[2008, 2013)",3,06/03/2011 11:56,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.34783479,395245.5349,22.79537292,0.587,0.56660772,60.84699206,4.056466137,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174892,11/03/2011 11:56,2011,3,11,37.693,143.014,5.3,25.9,Japan,"[2008, 2013)",2,06/03/2011 11:56,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.35012689,395244.4285,22.795719,0.587,0.566597755,60.85023188,4.056682126,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174893,11/03/2011 11:57,2011,3,11,39.202,142.094,5.3,44.5,Japan,"[2008, 2013)",2,06/03/2011 11:57,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.35471107,395242.2156,22.79641114,0.587,0.566577824,60.85671153,4.057114102,6,6,2,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174894,11/03/2011 11:58,2011,3,11,35.752,142.08,5.6,35,Japan,"[2008, 2013)",3,06/03/2011 11:58,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.3654075,395237.0524,22.79802614,0.587,0.566531319,60.87183071,4.058122047,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174896,11/03/2011 12:01,2011,3,11,39.143,143.211,4.9,35,Japan,"[2008, 2013)",1,06/03/2011 12:01,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.38396254,395228.0957,22.80082768,0.587,0.566450648,60.89805785,4.059870523,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174897,11/03/2011 12:04,2011,3,11,36.333,142.744,5.1,10,Japan,"[2008, 2013)",2,06/03/2011 12:04,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.40000719,395220.3508,22.80325018,0.587,0.566380891,60.92073661,4.061382441,6,6,0,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174898,11/03/2011 12:05,2011,3,11,24.49,122.87,4.8,58.7,Japan,"[2008, 2013)",1,06/03/2011 12:05,3,10,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.41081277,395215.1348,22.80488166,0.587,0.566333912,60.93601007,4.062400671,6,6,2,2,5,6,6,7,3,1,20,19,5,5,1,4,3
174900,11/03/2011 12:10,2011,3,11,38.899,144.64,5,35,Japan,"[2008, 2013)",1,06/03/2011 12:10,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.44017338,395200.9622,22.80931467,0.587,0.566206262,60.97751066,4.065167378,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
174901,11/03/2011 12:12,2011,3,11,38.055,142.548,5.9,35,Japan,"[2008, 2013)",4,06/03/2011 12:12,3,5,70,30.65744934,397509.6274,22.08719471,3.614482215,54.21723322,35.45709121,395192.7958,22.81186901,0.587,0.566132708,61.00142365,4.066761576,6,6,1,2,6,7,6,7,3,1,20,19,5,5,1,4,3
