,time,year,month,day,latitude,longitude,mag,depth,Pais,PERIOD,MAG_SEG,NewDate,NewMonth,cluster_label,acum_day,ill_frac,r/km,dec,ra/h,ra/°,ill_frac_interpolated,r/km_interpolated,dec_interpolated,td_acc,td_acc_interpolated,ra/°_interpolated,ra/h_interpolated,DEC_SEG,DEC_INTERPOLATED_SEG,DEPTH_SEG,ACUM_DAY_SEG,LATITUDE_SEG,LONGITUDE_SEG,ILL_FRAC_SEG,ILL_FRAC_INTERPOLATED_SEG,RA/°_SEG,RA/H_SEG,R/KM_SEG,R/KM_INTERPOLATED_SEG,TD_ACC_INTERPOLATED_SEG,TD_ACC_SEG,RA/H_INTERPOLATED_SEG,RA/°_INTERPOLATED_SEG,week
174723,2011-03-11 06:42:10,2011,3,11,34.88,141.916,5.2,36.3,Japan,"[2008, 2013)",2,2011-03-06 06:42:10,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.29117286474743,396238.3046384416,22.48484766054803,0.587,0.5755494212962963,57.93994470849114,3.8626629805660784,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174724,2011-03-11 06:43:10,2011,3,11,38.066,144.627,5.4,25.9,Japan,"[2008, 2013)",3,2011-03-06 06:43:10,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.297721700692755,396235.1434546745,22.485836437061494,0.587,0.575520949074074,57.94920134708675,3.8632800898057855,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174725,2011-03-11 06:44:54,2011,3,11,36.588,141.1,5.3,22.7,Japan,"[2008, 2013)",2,2011-03-06 06:44:54,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.30907301633132,396229.6640694784,22.48755031635149,0.587,0.5754715972222222,57.96524618731914,3.8643497458212783,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174726,2011-03-11 06:46:31,2011,3,11,37.956,143.248,5.9,30.6,Japan,"[2008, 2013)",4,2011-03-06 06:46:31,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.31966030110959,396224.553489055,22.489148838381592,0.587,0.5754255671296297,57.98021108638204,3.865347405758805,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174727,2011-03-11 06:48:18,2011,3,11,38.807,141.946,5.3,47.1,Japan,"[2008, 2013)",2,2011-03-06 06:48:18,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.331339058545424,396218.9160446705,22.490912156497263,0.587,0.5753747916666666,57.99671875854421,3.866447917236283,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174728,2011-03-11 06:48:45,2011,3,11,37.961,142.724,6.2,11.7,Japan,"[2008, 2013)",5,2011-03-06 06:48:45,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.33428603472082,396217.4935119754,22.491357105928326,0.587,0.5753619791666666,58.00088424591223,3.866725616394152,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174729,2011-03-11 06:49:16,2011,3,11,37.337,144.237,6.1,47.3,Japan,"[2008, 2013)",5,2011-03-06 06:49:16,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.33766959995924,396215.86023369577,22.49186797379361,0.587,0.5753472685185185,58.005666842519965,3.867044456168,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174730,2011-03-11 06:49:57,2011,3,11,40.668,141.605,5.8,44.9,Japan,"[2008, 2013)",4,2011-03-06 06:49:57,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.34214463785521,396213.70009145496,22.49254363774448,0.587,0.5753278125,58.01199221222696,3.8674661474818,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174731,2011-03-11 06:52:28,2011,3,11,38.061,143.016,5.5,33.6,Japan,"[2008, 2013)",3,2011-03-06 06:52:28,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.35862587498428,396205.7444456413,22.495032058636696,0.587,0.5752561574074074,58.03528808602592,3.869019205735064,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174732,2011-03-11 06:54:08,2011,3,11,36.974,141.493,5.4,9.5,Japan,"[2008, 2013)",3,2011-03-06 06:54:08,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.36954060155982,396200.4758060296,22.496680019492462,0.587,0.5752087037037037,58.05071581701859,3.870047721134575,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174733,2011-03-11 06:55:33,2011,3,11,37.562,142.855,5.9,39.8,Japan,"[2008, 2013)",4,2011-03-06 06:55:33,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.37881811914903,396195.99746235966,22.49808078621987,0.587,0.5751683680555555,58.06382938836237,3.8709219592241606,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174734,2011-03-11 06:57:16,2011,3,11,35.712,140.875,6.0,47.5,Japan,"[2008, 2013)",5,2011-03-06 06:57:16,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.39006028752184,396190.57076355966,22.49977818590132,0.587,0.5751194907407408,58.07971995128484,3.871981330085658,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174735,2011-03-11 06:59:00,2011,3,11,37.357,144.725,6.3,35.9,Japan,"[2008, 2013)",5,2011-03-06 06:59:00,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.401411603160405,396185.0913783635,22.50149206519132,0.587,0.5750701388888889,58.095764791517226,3.873050986101151,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174736,2011-03-11 07:01:11,2011,3,11,36.628,143.755,5.7,36.1,Japan,"[2008, 2013)",4,2011-03-06 07:01:11,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.41570989497436,396178.18946047215,22.503650893912376,0.587,0.575007974537037,58.11597511911764,3.874398341274512,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174737,2011-03-11 07:02:57,2011,3,11,39.693,142.529,5.8,41.6,Japan,"[2008, 2013)",4,2011-03-06 07:02:57,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.42727950514444,396172.6047024838,22.50539773241949,0.587,0.574957673611111,58.13232851396988,3.875488567597994,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174738,2011-03-11 07:03:00,2011,3,11,37.924,142.802,5.6,19.1,Japan,"[2008, 2013)",3,2011-03-06 07:03:00,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.4276069469417,396172.4466432954,22.50544717124517,0.587,0.57495625,58.13279134589966,3.87551942305998,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174739,2011-03-11 07:04:16,2011,3,11,38.964,142.398,5.8,23.7,Japan,"[2008, 2013)",4,2011-03-06 07:04:16,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.43590213913912,396168.4424771905,22.50669962149556,0.587,0.5749201851851852,58.1445164214541,3.8763010947636087,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174740,2011-03-11 07:05:21,2011,3,11,38.442,143.6,5.7,15.4,Japan,"[2008, 2013)",4,2011-03-06 07:05:21,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.442996711413215,396165.0178614429,22.507770796051805,0.587,0.5748893402777777,58.15454444659934,3.876969629773292,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174741,2011-03-11 07:06:45,2011,3,11,37.778,142.98,5.6,21.5,Japan,"[2008, 2013)",3,2011-03-06 07:06:45,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.45216508173667,396160.59220416914,22.50915508317065,0.587,0.5748494791666666,58.1675037406332,3.877833582708882,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174742,2011-03-11 07:09:12,2011,3,11,36.714,141.874,5.7,28.2,Japan,"[2008, 2013)",4,2011-03-06 07:09:12,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.46820972980272,396152.8473039399,22.51157758562864,0.587,0.5747797222222222,58.19018250519244,3.8793455003461648,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174743,2011-03-11 07:09:58,2011,3,11,36.718,141.856,5.6,35.0,Japan,"[2008, 2013)",3,2011-03-06 07:09:58,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.47323050402747,396150.42372971855,22.51233564762229,0.587,0.5747578935185185,58.19727926144907,3.87981861742994,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174744,2011-03-11 07:10:59,2011,3,11,37.879,142.681,5.8,33.7,Japan,"[2008, 2013)",4,2011-03-06 07:10:59,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.47988848723855,396147.2098595554,22.51334090374431,0.587,0.5747289467592592,58.2066901773546,3.8804460118236426,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174745,2011-03-11 07:13:47,2011,3,11,36.103,142.358,5.9,35.0,Japan,"[2008, 2013)",4,2011-03-06 07:13:47,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.498225227885456,396138.3585450078,22.51610947798201,0.587,0.574649224537037,58.23260876542231,3.882173917694823,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174746,2011-03-11 07:14:58,2011,3,11,36.586,141.823,6.3,24.7,Japan,"[2008, 2013)",5,2011-03-06 07:14:58,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.50597468375409,396134.6178108835,22.5172795301896,0.587,0.5746155324074074,58.24356245442711,3.882904163628477,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174747,2011-03-11 07:17:42,2011,3,11,37.006,142.406,5.8,6.3,Japan,"[2008, 2013)",4,2011-03-06 07:17:42,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.523874835337985,396125.9772419203,22.519982185993065,0.587,0.5745377083333333,58.26886393325511,3.884590928883677,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174748,2011-03-11 07:23:16,2011,3,11,37.454,142.097,5.9,19.6,Japan,"[2008, 2013)",4,2011-03-06 07:23:16,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.56033002210029,396108.3799856173,22.52548637525134,0.587,0.5743792129629629,58.32039255477067,3.888026170318047,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174749,2011-03-11 07:25:36,2011,3,11,37.934,144.529,6.1,39.5,Japan,"[2008, 2013)",5,2011-03-06 07:25:36,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.57561063930605,396101.00389016094,22.52779352044942,0.587,0.5743127777777778,58.34199137816042,3.889466091877364,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174750,2011-03-11 07:28:12,2011,3,11,36.823,141.824,6.1,28.4,Japan,"[2008, 2013)",5,2011-03-06 07:28:12,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.592637612763895,396092.7848123667,22.530364339384423,0.587,0.57423875,58.366058638509,3.8910705759006015,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174751,2011-03-11 07:29:01,2011,3,11,39.031,142.349,6.3,45.4,Japan,"[2008, 2013)",5,2011-03-06 07:29:01,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.59798582878591,396090.203178957,22.53117184020375,0.587,0.5742154976851852,58.37361822669542,3.8915745484463633,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174752,2011-03-11 07:30:18,2011,3,11,37.442,141.195,6.0,49.2,Japan,"[2008, 2013)",5,2011-03-06 07:30:18,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.60639016824908,396086.146326456,22.532440770062696,0.587,0.5741789583333333,58.38549757955978,3.892366505303988,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174753,2011-03-11 07:33:33,2011,3,11,36.323,142.71,5.7,35.0,Japan,"[2008, 2013)",4,2011-03-06 07:33:33,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.62767388507138,396075.8724792132,22.535654293731447,0.587,0.5740864236111111,58.41558165499551,3.894372110333036,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174754,2011-03-11 07:35:52,2011,3,11,36.943,142.309,5.7,21.9,Japan,"[2008, 2013)",4,2011-03-06 07:35:52,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.64284535501139,396068.5490701529,22.53794495932097,0.587,0.5740204629629629,58.43702620107534,3.8958017467383583,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174755,2011-03-11 07:36:11,2011,3,11,51.209,-178.419,4.8,20.6,Alaska,"[2008, 2013)",1,2011-03-06 07:36:11,3,8,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.64491915306074,396067.5480286267,22.538258071883565,0.587,0.5740114467592593,58.43995746996395,3.8959971646642657,6,6,1,2,7,0,6,6,3,1,20,20,5,5,1,3,3
174756,2011-03-11 07:38:27,2011,3,11,39.204,142.793,5.8,38.5,Japan,"[2008, 2013)",4,2011-03-06 07:38:27,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.65976318120347,396060.3826787548,22.54049929864741,0.587,0.5739469097222222,58.460939184114,3.897395945607602,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174757,2011-03-11 07:40:53,2011,3,11,38.345,142.191,5.3,16.1,Japan,"[2008, 2013)",2,2011-03-06 07:40:53,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.67569868200377,396052.69046492176,22.54290532149684,0.587,0.5738776273148148,58.48346367136331,3.8988975780908897,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174758,2011-03-11 07:42:55,2011,3,11,36.403,141.892,5.7,35.0,Japan,"[2008, 2013)",4,2011-03-06 07:42:55,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.68901464842593,396046.2627245955,22.54491583374088,0.587,0.5738197337962962,58.502285503174384,3.9001523668782943,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174759,2011-03-11 07:44:27,2011,3,11,36.195,141.813,5.8,13.8,Japan,"[2008, 2013)",4,2011-03-06 07:44:27,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.699056196875425,396041.4155761528,22.54643195772819,0.587,0.5737760763888888,58.51647901568765,3.901098601045845,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174760,2011-03-11 07:47:49,2011,3,11,38.726,143.837,5.2,21.1,Japan,"[2008, 2013)",2,2011-03-06 07:47:49,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.721103944558024,396030.7729241371,22.549760838656848,0.587,0.5736802199074074,58.54764303229287,3.90317620215286,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174761,2011-03-11 07:48:09,2011,3,11,36.951,142.162,5.1,3.1,Japan,"[2008, 2013)",2,2011-03-06 07:48:09,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.72328688987313,396029.7191962148,22.550090430828,0.587,0.5736707291666666,58.5507285784914,3.903381905232762,6,6,0,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174762,2011-03-11 07:49:48,2011,3,11,36.525,141.756,5.4,26.9,Japan,"[2008, 2013)",3,2011-03-06 07:49:48,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.73409246918292,396024.5032429992,22.551721912075216,0.587,0.57362375,58.56600203217416,3.904400135478279,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174763,2011-03-11 07:51:53,2011,3,11,36.554,141.675,5.0,44.2,Japan,"[2008, 2013)",1,2011-03-06 07:51:53,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.74773587740234,396017.9174434846,22.553781863144927,0.587,0.5735644328703704,58.58528669591501,3.905685779727669,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174764,2011-03-11 07:53:29,2011,3,11,36.734,141.959,5.0,42.0,Japan,"[2008, 2013)",1,2011-03-06 07:53:29,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.75821401491486,396012.8595494574,22.55536390556647,0.587,0.5735188773148148,58.60009731766798,3.906673154511201,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174765,2011-03-11 07:54:03,2011,3,11,38.836,142.431,4.9,55.7,Japan,"[2008, 2013)",1,2011-03-06 07:54:03,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.761925021950546,396011.0682119894,22.55592421225743,0.587,0.5735027430555556,58.60534274620549,3.907022849747035,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174766,2011-03-11 07:54:45,2011,3,11,37.743,141.573,5.7,50.8,Japan,"[2008, 2013)",4,2011-03-06 07:54:45,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.76650920711228,396008.8553833525,22.556616355816853,0.587,0.5734828125,58.61182239322242,3.9074548262148303,6,6,2,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174767,2011-03-11 07:56:15,2011,3,11,37.106,142.226,5.6,38.0,Japan,"[2008, 2013)",3,2011-03-06 07:56:15,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.776332461030265,396004.113607702,22.55809952058705,0.587,0.5734401041666667,58.62570735111584,3.908380490074391,6,6,1,2,6,7,6,6,3,1,20,20,5,5,1,3,3
174768,2011-03-11 07:59:48,2011,3,11,37.012,142.78,5.7,0.7,Japan,"[2008, 2013)",4,2011-03-06 07:59:48,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.79958082863617,395992.89140532905,22.56160967720984,0.587,0.5733390277777778,58.65856841813024,3.910571227875352,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174769,2011-03-11 08:01:24,2011,3,11,36.983,142.815,5.1,35.0,Japan,"[2008, 2013)",2,2011-03-06 08:01:24,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.81005896614869,395987.8335113018,22.56319171963138,0.587,0.5732934722222223,58.67337903988322,3.911558602658884,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174770,2011-03-11 08:01:57,2011,3,11,36.936,142.7,5.9,19.3,Japan,"[2008, 2013)",4,2011-03-06 08:01:57,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.81366082591862,395986.09486023,22.563735546713787,0.587,0.5732778125,58.6784701911108,3.9118980127407226,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174771,2011-03-11 08:04:58,2011,3,11,37.593,142.208,5.7,48.9,Japan,"[2008, 2013)",4,2011-03-06 08:04:58,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.83341648102035,395976.5586225328,22.56671835586273,0.587,0.5731919212962963,58.70639438420756,3.913759625613839,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174772,2011-03-11 08:06:20,2011,3,11,37.569,142.823,5.4,20.8,Japan,"[2008, 2013)",3,2011-03-06 08:06:20,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.842366556812294,395972.2383380513,22.568069683764463,0.587,0.5731530092592593,58.71904512362156,3.914603008241439,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174773,2011-03-11 08:10:29,2011,3,11,36.287,140.852,5.6,19.5,Japan,"[2008, 2013)",3,2011-03-06 08:10:29,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.86954422598539,395959.11942541815,22.57217310629533,0.587,0.573034849537037,58.75746017379333,3.917164011586225,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174774,2011-03-11 08:12:07,2011,3,11,36.569,141.486,6.2,39.6,Japan,"[2008, 2013)",5,2011-03-06 08:12:07,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.88024065802942,395953.9561585987,22.57378810793399,0.587,0.5729883449074074,58.77257935016616,3.918171956677746,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174775,2011-03-11 08:15:41,2011,3,11,37.047,144.541,6.1,41.0,Japan,"[2008, 2013)",5,2011-03-06 08:15:41,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.90359817290108,395942.6812698297,22.57731474416534,0.587,0.5728867939814815,58.8055946944905,3.920372979632702,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174776,2011-03-11 08:19:14,2011,3,11,36.117,141.698,5.4,8.0,Japan,"[2008, 2013)",3,2011-03-06 08:19:14,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.926846540506986,395931.4590674568,22.58082490078813,0.587,0.5727857175925926,58.83845576150491,3.922563717433663,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174777,2011-03-11 08:19:24,2011,3,11,36.166,141.562,6.5,6.8,Japan,"[2008, 2013)",5,2011-03-06 08:19:24,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.927938013164535,395930.9322034957,22.580989696873708,0.587,0.5727809722222222,58.83999853460418,3.922666568973614,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174778,2011-03-11 08:26:36,2011,3,11,37.367,143.017,6.1,17.0,Japan,"[2008, 2013)",5,2011-03-06 08:26:36,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.97508963197088,395908.17168037314,22.58810888777064,0.587,0.5725759722222222,58.90664633249256,3.927109755499506,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174779,2011-03-11 08:27:51,2011,3,11,38.017,142.657,6.0,42.8,Japan,"[2008, 2013)",5,2011-03-06 08:27:51,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,33.98327567690254,395904.2202006644,22.589344858412467,0.587,0.5725403819444445,58.91821713073708,3.92788114204914,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174780,2011-03-11 08:31:09,2011,3,11,37.469,141.176,6.0,37.3,Japan,"[2008, 2013)",5,2011-03-06 08:31:09,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.00488683552211,395893.7882942332,22.59260782090689,0.587,0.5724464236111111,58.94876403810258,3.9299176025401743,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174781,2011-03-11 08:33:00,2011,3,11,39.14,142.967,6.0,27.6,Japan,"[2008, 2013)",5,2011-03-06 08:33:00,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.01700218202096,395887.9401042642,22.5944370574568,0.587,0.57239375,58.96588881950446,3.9310592546336327,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174782,2011-03-11 08:35:22,2011,3,11,36.033,140.984,5.6,19.7,Japan,"[2008, 2013)",3,2011-03-06 08:35:22,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.03250109375823,395880.45863601565,22.59677716187199,0.587,0.5723263657407407,58.98779619751407,3.93251974650094,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174783,2011-03-11 08:38:01,2011,3,11,37.704,143.833,5.4,9.4,Japan,"[2008, 2013)",3,2011-03-06 08:38:01,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.04985550901334,395872.081499033,22.59939741963267,0.587,0.5722509143518518,59.01232628979243,3.934155085986164,6,6,0,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174784,2011-03-11 08:39:12,2011,3,11,37.64,142.771,5.5,46.2,Japan,"[2008, 2013)",3,2011-03-06 08:39:12,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.057604964881975,395868.3407649088,22.600567471840264,0.587,0.5722172222222223,59.023279978797234,3.934885331919818,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174785,2011-03-11 08:40:56,2011,3,11,37.447,140.984,5.9,39.5,Japan,"[2008, 2013)",4,2011-03-06 08:40:56,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.06895628052054,395862.8613797126,22.602281351130262,0.587,0.5721678703703703,59.03932481902962,3.93595498793531,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174786,2011-03-11 08:44:00,2011,3,11,36.122,140.966,5.6,47.3,Japan,"[2008, 2013)",3,2011-03-06 08:44:00,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.08903937741954,395853.1670828271,22.605313599104885,0.587,0.5720805555555556,59.06771184405616,3.9378474562704127,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174787,2011-03-11 08:46:45,2011,3,11,37.416,142.451,5.6,25.8,Japan,"[2008, 2013)",3,2011-03-06 08:46:45,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.10704867626918,395844.4738274678,22.608032734516907,0.587,0.5720022569444444,59.09316760019408,3.9395445066796073,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174788,2011-03-11 08:48:26,2011,3,11,36.505,141.909,5.2,47.8,Japan,"[2008, 2013)",2,2011-03-06 08:48:26,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.11807255011048,395839.15250146,22.609697174981235,0.587,0.5719543287037037,59.10874960849669,3.9405833072331142,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174789,2011-03-11 08:51:05,2011,3,11,37.556,143.642,5.3,35.0,Japan,"[2008, 2013)",2,2011-03-06 08:51:05,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.13542696536559,395830.7753644774,22.61231743274191,0.587,0.5718788773148148,59.133279700775056,3.942218646718339,6,6,1,2,6,7,6,6,3,1,20,19,5,5,1,3,3
174790,2011-03-11 08:52:04,2011,3,11,36.326,141.098,5.3,40.8,Japan,"[2008, 2013)",2,2011-03-06 08:52:04,3,5,70,30.6574493420692,397509.627376742,22.0871947060505,3.61448221466381,54.2172332199571,34.14186665404516,395827.6668671065,22.613289729646816,0.587,0.5718508796296297,59.14238206206073,3.942825470804051,6,6,2,2,6,7,6,6,3,1,20,19,5,5,1,3,3
